tweet_id,tweet_text,label,corrected_label,informative_content,confusing_cases
592314684612550656',RT @Chopsyturvey: 20000 RSS swayamsewaks heading to Nepal by road to assist in rescue-relief operations. @MrsGandhi Great. Salute everyone …,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,20000 RSS swayamsewaks heading to Nepal by road to assist in rescue-relief operations,
593149401608167427',RT @itvnews: Desperate for food and help: @markaustinitv on the #NepalEarthquake chaotic recovery operation http://t.co/P8CBwEZzVu http://t…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Desperate for food and help,
592741758238330880',"@samratzz We will be posting relief jobs soon for the #Nepal response. Once they're up, read more and apply if qualified!",other_useful_information,rescue_volunteering_and_donation_effort,We will be posting relief jobs soon for the #Nepal response,
592912454734217216',"RT @tech2eets: #Google, #Facebook join Red Cross to find thousands missing after Nepal quake http://t.co/a28AUcoGe0 http://t.co/2zxUdVLBPm",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"#Google, #Facebook join Red Cross to find thousands missing",
592373665334894592',RT @GundrukPost: A 53-member Bhutanese team arriving tomorrow to #SupportNepal. Thank You Bhutan. @gasebtandin #Bhutan #NepalQuake http://t…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,A 53-member Bhutanese team arriving ,
593004153942646785',"RT @JantaKaReporter: Rain stops, rescue operations resume in #Kathmandu. #NepalEarthquake",other_useful_information,rescue_volunteering_and_donation_effort,rescue operations resume,
592344953965121537',RT @ShivAroor: Great. The Army has provided free dedicated phone exchanges for its Gurkha soldiers who want to speak to their families in N…,other_useful_information,rescue_volunteering_and_donation_effort,The Army has provided free dedicated phone exchanges for its Gurkha soldiers,
592258346163441665',RT @KanchanGupta: Seven NDRF teams are on standby for short notice airlifting for rescue and relief #NepalEarthquake . Exemplary work by ND…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Seven NDRF teams are on standby for short notice airlifting for rescue and relief,
593663478428258304',OMG !!  VIDEO: 4-month-old baby rescued alive from debris in Nepal  CLICK here --&gt;&gt; http://t.co/T82TM2uBFp http://t.co/rTlMO6GogS ...#64,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,4-month-old baby rescued,
592337287624654848',RT @oxfamgb: We are preparing to help provide clean water and emergency food in Nepal. You can help: http://t.co/QwvzzE0Xmc http://t.co/LS8…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,We are preparing to help provide clean water and emergency food in Nepal,
592140872084377601',"RT @TODAYonline: Sg to donate S$100,000 seed money to kick-start @SGRedCross appeal for donations http://t.co/Ow5uR1xXJf #NepalQuake http:/…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Sg to donate S$100,000",
592335470316617728',RT @JaagAlerts: 2 PAF C-130 aircrafts carrying relief supplies reach quake-hit #Nepal http://t.co/RSXJucgiSm,other_useful_information,rescue_volunteering_and_donation_effort,2 PAF C-130 aircrafts carrying relief supplies reach quake-hit #Nepal ,
593797425074016256',Israel’s aid team to Nepal larger than any other country’s http://t.co/hYXi3gCct6,other_useful_information,rescue_volunteering_and_donation_effort,Israel’s aid team to Nepal,
592269113742925824',RT @pradeepdotco: Real Hero - Shesh Ghale announces 2 Crores for Earthquake Relief fund! #Earthquake #Nepal http://t.co/uQHHf0KDna,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Shesh Ghale announces 2 Crores for Earthquake Relief fund,
592956616640630784',RT @aidselva: AID India at Chennai will run temporary collection centre for @goonj for #NepalQuakeRelief details http://t.co/kKXe6zvVIS,other_useful_information,rescue_volunteering_and_donation_effort,AID India at Chennai will run temporary collection centre ,
593588650744553472',"RT @Kellenyoey: So proud that the Alpha Rho chapter of Sigma Pi was able to donate $1,000 today for the relief effort in #Nepal .",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Sigma Pi was able to donate $1,000 today for the relief effort in #Nepal",
592700987586011137',"RT @PIB_India: Please retweet! Contact point for NGOs wanting to send #NepalQuakeRelief material: Col. Gupta, 8527892258, ritanu@yahoo.com …",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Contact point for NGOs wanting to send #NepalQuakeRelief material,
592697717467586561',"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts http://t.co/l3rPJkaLrj",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts ",
593806889139490816',RT @jackthurston: Raising money for the victims of the Nepal earthquake @abergavennyRC member Tom Lovejoy will be Everesting the Tumble htt…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Raising money for the victims ,
592690229166866432',My friend is in Red Cross and currently in Nepal helping out the locals. The locals are staying strong and smiling. http://t.co/mXoPPNM30B,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,My friend is in Red Cross and currently in Nepal helping out the locals,
593302157639585792',"RT @WHO: There are well documented risks for relief workers, affected populations in the aftermath of natural disasters like #NepalEarthqua…",other_useful_information,affected_people_and_evacuations,"well documented risks for relief workers, affected populations",affected_people_and_evacuations
593184365477265408',"RT @Skype: In light of the tragic events in Nepal, all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free. More: [http://t.co/pz…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free,
592701088677134338',RT @noconversion: India offered $1 Billion loan help $10+ Mil as aid  US offer $1M as aid  + Army of Missionaries   #SoulVultures  http://t…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,India offered $1 Billion loan help $10+ Mil as aid  US offer $1M as aid  ,
593138710750883840',Delaware pair to join efforts in Nepal as relief pours in http://t.co/lLrfg5ZBKW,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Delaware pair to join efforts in Nepal ,
592697294413307904',International rescue teams on their way to Nepal http://t.co/JSxsPy23uQ #casper #cheyenne #denver #billings #rapidcity #seattle #Jackson,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,International rescue teams on their way to Nepal,
600107702908510208',"RT @MEAIndia: #IndiaWithNepal 8 Tonnes of Baby food and skimmed milk, 6 Tonnes of Medicines, 2 Tonnes of biscuits in other material http://…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"8 Tonnes of Baby food and skimmed milk, 6 Tonnes of Medicines, 2 Tonnes of biscuits in other material",
593187654511960065',RT @AnupKaphle: #Nepal army rescued a 4-month old baby from the rubble in Bhaktapur after the earthquake. (via Radio Express 88.4 FM) http:…,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,rescued a 4-month old baby,
593046401279365120',Nepal Government Contributes 1 billion to PM Relief Fund,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Nepal Government Contributes 1 billion to PM Relief Fund,
592130675517444097',"#NewsToday #News Nepal quake relief drive intensifies: Rescue efforts in Nepal intensify after more than 1,300...  http://t.co/xW2aGDw5AR",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,relief drive intensifies: Rescue efforts in Nepal intensify,
592344172981460992',RT @MEAIndia: MEA opens 24 hour Control Room for queries regarding tragic #NepalEarthquake. Numbers:  +91 11 2301 2113 +91 11 2301 4104 +91…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,MEA opens 24 hour Control Room for queries ,
593166458424688640',RT @IDFSpokesperson: Our team has landed in #Nepal &amp; is assessing damage. We are determined to assist people affected by the #NepalQuake. h…,other_useful_information,rescue_volunteering_and_donation_effort,Our team has landed in #Nepal [SEP]We are determined to assist people affected ,
592149334994518016',RT @dipakbhattarai: Hundreds of people getting treatment outside of Teaching hospital #earthquake  #nepal http://t.co/wHv1w2kToe,injured_or_dead_people,rescue_volunteering_and_donation_effort,Hundreds of people getting treatment ,
593798264304041984',"RT @OCHAAsiaPac: #NepalQuake: People in line for water distributions. 4.2 mil urgently need water, sanitation and health services. http://t…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"People in line for water distributions. 4.2 mil urgently need water, sanitation and health services",
592822243455021056',@firmenanzeige 'Most Nepal troops' in quake effort,other_useful_information,rescue_volunteering_and_donation_effort,Most Nepal troops' in quake effort,
592965990821924865',RT @ynetnews: Seven Israelis rescued from Nepal-Tibet border area - http://t.co/XgwTxIae7K,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,Seven Israelis rescued,
592893734011961344',Jockeying for good will: China and India rush to Nepal's aid in wake of quake: BEIJING (AP) -- Wedged between ... http://t.co/KzYSPf46Le,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,China and India rush to Nepal's aid ,
593107718619140096',RT @BayFitness: The yoga Nepal fundraiser is on. Tag team yoga. 3-5 teachers on Croyde beach. Donations to Nepal. Bank holiday Monday 11am …,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,The yoga Nepal fundraiser is on,
592353565483597824',IHH Search and Rescue Team has begun work in earthquake-hit Nepal. http://t.co/7cYzF86cq2,other_useful_information,rescue_volunteering_and_donation_effort,IHH Search and Rescue Team has begun work in earthquake-hit Nepal,
593807391763738625',RT @rahulkanwal: Here's my ground report on #NDRF rescue operations in Kathmandu. Do see the excellent work our teams are doing http://t.co…,other_useful_information,rescue_volunteering_and_donation_effort,#NDRF rescue operations in Kathmandu,
592344767574319104',"RT @SushmaSwaraj: Pl RT Indian Embassy in Kathmandu Helplines no.s : +977 9851107021, 9851135141",other_useful_information,rescue_volunteering_and_donation_effort,Helplines,
592700999019732993',RT @JohnLegere: The earthquake in Nepal is heartbreaking. Starting today all calls and texts to Nepal are free of charge on @TMobile. http:…,other_useful_information,rescue_volunteering_and_donation_effort,all calls and texts to Nepal are free of charge,
592614529546244096',RT @yv5venet: Nepal earthquake report: The rescue and recovery work is continuing after the devastating 7.8 on the... http://t.co/65Ell3ih4…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,The rescue and recovery work is continuing,
592284932761718784',Nepal's airport reopens fr rescue operations... Thank god .. #NepalEarthquake #NepalQuakeRelief,other_useful_information,infrastructure_and_utilities_damage,Nepal's airport reopens fr rescue operations,
593029513052827648',RT @ChesterChron: Firefighters from #Chester &amp; #Winsford fly to Nepal to help with earthquake rescue mission http://t.co/EqQV7xOBZ0 http://…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Firefighters from #Chester &amp; #Winsford fly to Nepal to help with earthquake rescue mission,
593406163363868672',VIDEO: DEC Nepal appeal raises over £19m http://t.co/TVRVrBZkTG #EverdonBDC,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,DEC Nepal appeal raises over £19m,
593352232440999937',RT @humanityfirstuk: HF #medical team of 12 from UK arriving in Delhi this morning. Team from USA on standby. #NepalQuake,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,HF #medical team of 12 from UK arriving in Delhi,
593145588365062144',RT @worldvisioncan: Canadian gov't will match dollar-for-dollar for donations contributed to the #NepalEarthquake. Help now: http://t.co/fk…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Canadian gov't will match dollar-for-dollar for donations,
592338679617617920',RT @thevirdas: Emergency contact Numbers for Nepal. Spread the word guys please. http://t.co/DbIn2zuqSu,other_useful_information,rescue_volunteering_and_donation_effort,Emergency contact Numbers ,
592271468093841409',RT @SPoonia777: PM of India send relief team &amp; material to Nepal within few hours of disaster where there is will there is a way #MSGHelpEa…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,PM of India send relief team &amp; material to Nepal,
593741397049544704',@EWScrippsCo teaming up with @WorldCareAZ to raise funds and collect items for victims in #Nepal. We're live all day at Sir Vezas on @KGUN9,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,teaming up with @WorldCareAZ to raise funds and collect items for victims in #Nepal,
593816525884133377',Inspired by @LydiaKo donating this weeks winnings to the victims of the Nepal earthquake.,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,donating this weeks winnings to the victims ,
592344790005485572',RT @insanneha: #MSGHelpEarthquakeVictims  Indian prime minister Narendra Modi has ordered an immediate dispatch of relief and medical teams…,other_useful_information,rescue_volunteering_and_donation_effort,Indian prime minister Narendra Modi has ordered an immediate dispatch of relief and medical teams,
593256300538044416',Aid agencies prepare 'massive' operations in quake-hit Nepal- overview of aid operations http://t.co/q2VXToPfeL,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Aid agencies prepare 'massive' operations in quake-hit Nepal- overview of aid operations,
597632258166509568',RT @rahulkanwal: RSS' 2nd senior most functionary Dattatreya Hosable personally supervising relief operations in Kathmandu. http://t.co/cvQ…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,RSS' 2nd senior most functionary Dattatreya Hosable personally supervising relief operations in Kathmandu,
593358970552594432',"RT @LokmanKarki: CIAA family has contributed a small bit to the victims of #NepalEarthquake by providing aid of Rs 12,847,850 seemore; http…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"CIAA family has contributed a small bit to the victims of #NepalEarthquake by providing aid of Rs 12,847,850",
600315569498259456',RT @zhoumi_419: UNICEF is taking action to help children+families affected by the devastating #NepalEarthquake. To help http://t.co/VzsbUrl…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,UNICEF is taking action to help children+families affected,
593821441369473025',RT @FarCrygame: The Far Cry dev teams are raising funds for @redcrosscanada relief efforts in Nepal. Learn how you can help here: http://t.…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,The Far Cry dev teams are raising funds for @redcrosscanada relief efforts in Nepal,
599983373046706178',RT @namgayzam: #Bhutan's aid commitment to #Nepal same as the US and Google: USD 1MN. http://t.co/PZ3n9Uzp8B,other_useful_information,rescue_volunteering_and_donation_effort,#Bhutan's aid commitment to #Nepal ,
593164168817201153',RT @edinspotlight: Nepal fundraiser on tomorrow ALL DAY at the Gurkha Cafe on Cockburn Street #Edinburgh http://t.co/Ofb9n2dEUX,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Nepal fundraiser,
593469555424493568',Ham radio attempts to fill communication gaps in Nepal rescue effort http://t.co/A3MlrO0AOm #tcot,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Ham radio attempts to fill communication gaps in Nepal rescue effort,
592293950028845059',"#NepalQuakeRelief are there centers open already in San Francisco, New York, DC ?",other_useful_information,rescue_volunteering_and_donation_effort,"#NepalQuakeRelief are there centers open already in San Francisco, New York, DC ?",
592344892044681217',RT @Viber: In response to the earthquake in Nepal we have switched off Viber Out billing so Nepal users can call any destination for free,other_useful_information,rescue_volunteering_and_donation_effort,Nepal users can call any destination for free,
593772803414892544',Aid begins arriving in Nepal's remote quake-hit villages - http://t.co/IgJV1PLNC9,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Aid begins arriving in Nepal's remote quake-hit villages ,
592910138488520705',Britain sends Gurkha soldiers for Nepal quake aid | https://t.co/hEYvNVFqVe,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Britain sends Gurkha soldiers for Nepal quake aid ,
592344439474884608',RT @UN: One way to help: @WFP appeals for funds to help survivors of the #NepalQuake. To donate: http://t.co/Lr56mwklKh http://t.co/h2Lm4gO…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,@WFP appeals for funds to help survivors,
591921148994007040',@Dev_Fadnavis Is govt planning to send relief materials to Nepal?Appeal to all Mumbai citizens to come forward for helping Nepal #earthquake,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Is govt planning to send relief materials to Nepal?,
593305609891512322',RT @WorldVisionAus: UN says the #NepalEarthquake has affected 8mill people. @TimCostello is in #Kathmandu: http://t.co/Ah4yojyx5L (via @new…,other_useful_information,affected_people_and_evacuations,affected 8mill people,affected_people_and_evacuations
592692601104572416',http://t.co/500zARVQHv The Latest on Nepal Quake: Aid Worker in Epicenter District - New York Times #QuakeNewsApp,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Aid Worker in Epicenter District,
593111173890990082',"RT @WFP: In the aftermath of the #NepalQuake, people camp in any space they find. Help #WFP respond: http://t.co/mwZcsqGTAf http://t.co/lxM…",other_useful_information,other_useful_information,In the aftermath of the #NepalQuake,other_useful_information
593832096285626370',Its an hour of agrarian crisis in India. Still sending optimum relief to Nepal. #PowerfulPM @narendramodi #NAMO #NepalEarthquake #JaiHind,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Still sending optimum relief to Nepal,
592695401565822978',"RT @MSF_USA: MSF sending 8 teams to assist victims of the #Nepal #earthquake, including highly skilled emergency surgical teams http://t.co…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,MSF sending 8 teams to assist victims,
592699630602866690',RT @MikaSingh: Earthquake in Nepal. Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily. I'm proud to be Sikh.,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily,
593822006711201792',"RT @RidlrDel: Donate For Nepal and India: SEED,an NGO, providing humanitarian assistance to Earthquake victims. More@ -:http://t.co/8L0zwuB…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Donate For Nepal and India: SEED,an NGO, providing humanitarian assistance to Earthquake victims",
593186026408906755',RT @MEAIndia: Friends in need. India assisted in evacn from Nepal of 170 nationals from 15 countries via commercial &amp; IAF aircraft http://t…,donation_needs_or_offers_or_volunteering_services,affected_people_and_evacuations,assisted in evacn from Nepal of 170 nationals from 15 countries ,affected_people_and_evacuations
592104368171683840',"RT @ggiittiikkaa: 2nd IAF aircraft takes off from Hindon, India to Kathmandu, Nepal. Relief material &amp; more NDRF personnel on the way! http…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Relief material &amp; more NDRF personnel on the way,
592690407600971776',"RT @Ajit_Doval: {ॐ}- There Are 40,000 Gorkha Soldiers In #IndianArmy :: &amp; 1.25 Lakh Retired , Gorkha Regiment Soldiers In #Nepal :: ॥ॐ॥ #Ne…",donation_needs_or_offers_or_volunteering_services,not_related_or_irrelevant,"RT @Ajit_Doval: {ॐ}- There Are 40,000 Gorkha Soldiers In #IndianArmy :: &amp; 1.25 Lakh Retired , Gorkha Regiment Soldiers In #Nepal :: ॥ॐ॥ #Ne…",not_related_or_irrelevant
593805450937696256',UN launches Nepal earthquake appeal https://t.co/lxn2IJpaBh,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,UN launches Nepal earthquake appeal,
593555102574620672',Scripps is gearing up to send highly trained medical response team to Nepal http://t.co/NHgCekuESh http://t.co/yjoftpYKVO,other_useful_information,rescue_volunteering_and_donation_effort,Scripps is gearing up to send highly trained medical response team to Nepal,
592133224505053184',RT @BBCWorld: India's defence ministry tweets pictures of aid operation to help victims of Nepal earthquake http://t.co/mQHLMvAAkY https://…,other_useful_information,rescue_volunteering_and_donation_effort,aid operation to help victims,
593803876374970368',These rescues from Nepal that are still happening are amazing. It just blows my mind that babies and others are still making it. #Nepal,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,These rescues from Nepal that are still happening ,
592701121073917952',"RT @rishibagree: Golden temple will send 1,00,000 packets of meal per day to Nepal everyday along with a few other Gurudwara #Respect http:…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Golden temple will send 1,00,000 packets of meal per day to Nepal",
592701098055598082',RT @iSupportNamo: Amritsar's Golden Temple to send One Lakh food packets per day to Nepal WITHOUT soul harvesting http://t.co/hMSe1nau8n,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Amritsar's Golden Temple to send One Lakh food packets per day to Nepal,
592673035221671936',RT @surdesairajdeep: Heard PM to give 6Lacs to Family of Demised in Nepal but Will give ignorance to 1000s Dead farmers &amp; Jal Satyagrahis h…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,PM to give 6Lacs to Family of Demised in Nepal ,
592377600246448128',RT @ylenews: #FinnishRedCross campaigns for Nepal earthquake disaster http://t.co/4PlNA0ZfYU,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,campaigns for Nepal earthquake disaster,
593818043060326400',RT @IDFrescue: More than manpower - Search &amp; Rescue teams are operating with their dogs to locate survivors in #Nepal http://t.co/oiZWXvQfKf,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,Search &amp; Rescue teams are operating with their dogs to locate survivors ,
592253535992946689',RT @IaItanshuahuja: #MSGHelpEarthquakeVictims  Helpline numbers of the Indian Embassy in Nepal:  +977 9581107021   +977 9851135141,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Helpline numbers ,
592160982165626880',"India rescues 546 people from Nepal, death toll 1,800: After Nepal was struck by the worst earthquake in 80 ye... http://t.co/VIYpNq0XeX",missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,India rescues 546 people,
592735113785581568',RT @_wickedlygood: Just gave out a huge pile of clothes for #NepalEarthquake Please #Donate whatever you can,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Just gave out a huge pile of clothes ,
592868263295586307',"RT @clark_reiter: Thousands in Nepal struggling to survive and in dire need for aid. Meanwhile, citizens of Baltimore looting junk food and…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Thousands in Nepal struggling to survive and in dire need for aid,
592344746628096002',RT @ANCALERTS: Chinese International Search &amp; Rescue Team &amp; their rescue dogs off to help in quake-hit Nepal. (Photo via Reuters) http://t.…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Chinese International Search &amp; Rescue Team &amp; their rescue dogs off to help in quake-hit Nepal,
593187632881872896',I just donated to support the Nepal earthquake survivors and hope you will too! #SupportNepal http://t.co/aHc9RqIoLj,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,I just donated to support the Nepal earthquake survivors,
592343900179730432',RT @vishnoi4u: How Many Team send By @INCIndia @AamAadmiParty Ford Found GreenPeace For Rescue op Nepal  #MEAatWork #IndiaWithNepal http://…,other_useful_information,rescue_volunteering_and_donation_effort,How Many Team send By @INCIndia @AamAadmiParty Ford Found GreenPeace For Rescue op Nepal,
592911633141395456',"T-Mobile offers free calls to Nepal, but will they get through? (+video) - Christian Science Monitor: Christia... http://t.co/FKKHP2t8AZ",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,T-Mobile offers free calls to Nepal,
592694956667600896',"Sikh Sevak From #GoldenTemple To Send 100,000 Food Packets to Earthquake Hit-Nepal thx for #GoldenTemple... #Respect",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Sikh Sevak From #GoldenTemple To Send 100,000 Food Packets to Earthquake Hit-Nepal",
593185724838457344',RT @WHO: WHO has deployed emergency health kits to cover health needs of thousands of affected people in #Nepal #NepalQuake http://t.co/76G…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,WHO has deployed emergency health kits to cover health needs of thousands of affected people in #Nepal ,
592341378601848832',RT @NeverForget0911: Help us help #Nepal. NFF is sending responders for rescue &amp; recovery. We need your donation to help those affected. ht…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,NFF is sending responders for rescue &amp; recovery,
592993359993708544',BABYMETAL FAN CLUB helping those affected by the Nepal earthquake. All profit from each t-shirt purchased at the... http://t.co/bYorJp53vj,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,BABYMETAL FAN CLUB helping those affected ,
600503285200609280',"RT @Louis_Tomlinson: Just donated @savechildrenuk #NepalEarthquake appeal. If you can too, go here http://t.co/NXBJftNl9m or text: DONATE5 …",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Just donated @savechildrenuk #NepalEarthquake appeal,
592700205948100608',RT @UNICEF_uk: #Breaking: Nearly 1 million children require urgent humanitarian assistance after #NepalEarthquake http://t.co/ix6cdq7jMf,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Nearly 1 million children require urgent humanitarian assistance,
592655298147569665',RT @rickiwahi: #GIMEL will be sending relief supplies for #NepalEarthquake victims. Please join this effort &amp; contribute with things you do…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,#GIMEL will be sending relief supplies for #NepalEarthquake victims,
598082224823504896',RT @CAREAustralia: #NepalEarthquake: $144 can provide clean drinking water for 12 families. Please donate now: http://t.co/KTUp2OPaIH http:…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort, $144 can provide clean drinking water for 12 families,
592344021902729217',RT @UNICEFmedia: We are responding to #NepalEarthquake. @UNICEF worker with a little girl in need of temporary shelter in #Kathmandu http:/…,other_useful_information,rescue_volunteering_and_donation_effort,We are responding to #NepalEarthquake. @UNICEF worker with a little girl in need of temporary shelter in #Kathmandu ,
593762381697851394',RT @National_Hindu: This is what Hindu Nation Nepal got from Pakistan as a relief food. #FilthyIslam http://t.co/mWlLxh1UjM,other_useful_information,rescue_volunteering_and_donation_effort,what Hindu Nation Nepal got from Pakistan as a relief food,
593581818466566144',"RT @brooketitus369: Wendesday may six yoga 11 will be hosting a bake sale to help support the relief efforts in Nepal, come help out cpa!",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,may six yoga 11 will be hosting a bake sale to help support the relief efforts in Nepal,
592857592134823939',"Microsoft offers free Skype calls in Nepal, Facebook donates $2 million http://t.co/r8uyxIwiKZ",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Microsoft offers free Skype calls in Nepal, Facebook donates $2 million ",
600504152712564736',"RT @Harry_Styles: To help those affected by the devastating earthquake in Nepal, text: DONATE5 to 70008 and give £5. Thank you @savechildre…",donation_needs_or_offers_or_volunteering_services,not_related_or_irrelevant,"RT @Harry_Styles: To help those affected by the devastating earthquake in Nepal, text: DONATE5 to 70008 and give £5. Thank you @savechildre…",not_related_or_irrelevant
591975655312478208',RT @EconomicTimes: #NepalQuake: Indian relief aircraft leaves for Nepal from Hindon Airbase (ANI) http://t.co/NW0sZHhbcb,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Indian relief aircraft leaves for Nepal,
592344307626946560',RT @Asli_Jacqueline: Proud to hear @PMOIndia has extended support &amp; is sending relief to Nepal with the urgency that a situation like this …,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,has extended support &amp; is sending relief to Nepal,
592329784983556096',"RT @_Adi_Angel_: #Israel airforce left 2 #Nepal to save lives,search &amp;rescue &amp; set up a field hospital. #NepalQuakeRelief #NepalQuake http:…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"#Israel airforce left 2 #Nepal to save lives,search &amp;rescue &amp; set up a field hospital",
593819547372638208',RT @cnni: CNN obtains powerful images of baby rescued at least 22 hours after #NepalEarthquake hit: http://t.co/bITZgWrwVX http://t.co/7xkY…,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,powerful images of baby rescued,
592274615562567680',RT @ndtv: India will make all-out efforts to help earthquake-hit Nepal: PM Modi http://t.co/ux8KROZE46 http://t.co/2RDkMx2ysu,affected_people_and_evacuations,rescue_volunteering_and_donation_effort,India will make all-out efforts to help earthquake-hit Nepal,
