tweet_id,tweet_text,label,corrected_label,informative_content,corrected_label_1,informative_content_1,confusing_cases
541811292604878848',RT @kattvaldez: Please read and save these photos. Tips and reminders from @enjoyGLOBE. #StaySafePH #RubyPH http://t.co/bOaN43dW8j,not_related_or_irrelevant,not_related_or_irrelevant,RT @kattvaldez: Please read and save these photos. Tips and reminders from @enjoyGLOBE. #StaySafePH #RubyPH http://t.co/bOaN43dW8j,,,
540691529384210432',"Ripped gloves, Rain coat Tried to swim and stay afloat Wet house, wet clothes  #RubyPH",caution_and_advice,not_related_or_irrelevant,"Ripped gloves, Rain coat Tried to swim and stay afloat Wet house, wet clothes  #RubyPH",,,
541506630870130688',RT @ItsSMTOWN: May I ask everyone to pray for the Philippines because of a typhoon :( #RubyPH  Stay safe everyone! http://t.co/NtntWZdIR8,sympathy_and_emotional_support,not_related_or_irrelevant,pray for the Philippines [SEP]Stay safe everyone,,,
541898953793368064',guys @5SOS @Michael5SOS @Luke5SOS @Ashton5SOS @Calum5SOS please pray for our country. love ya! #RubyPH,sympathy_and_emotional_support,not_related_or_irrelevant,please pray for our country. love ya,,,
541433656288358400',Keep safe everyone! Especially the Sebastehanos out there. #RubyPH,sympathy_and_emotional_support,not_related_or_irrelevant,Keep safe everyone,,,
542069913087524864',"As Typhoon Hagupit Wreaks Havoc, Leading Filipino Environmental Voice Silenced at U.N. ClimateTalks http://t.co/mY6qXyKaBp via @democracynow",infrastructure_and_utilities_damage,not_related_or_irrelevant,"As Typhoon Hagupit Wreaks Havoc, Leading Filipino Environmental Voice Silenced at U.N. ClimateTalks http://t.co/mY6qXyKaBp via @democracynow",,,
540780997852155904',"oh well, #RubyPH , why i am hot?",not_related_or_irrelevant,not_related_or_irrelevant,"oh well, #RubyPH , why i am hot?",,,
542625757239865344',"RT @PhilippineStar: Japan PM Shinzo Abe, FM Fumio Kishida send messages of sympathies to Phl for #RubyPH casualties, damages | @PiaLeeBrago",sympathy_and_emotional_support,not_related_or_irrelevant,send messages of sympathies to Phl,,,
542905305810886656',“@TyphoonNews: Philippines Begins Cleanup After Typhoon Hagupit - http://t.co/gGxlbGRK7r http://t.co/9my6QZx6ZD #Typhoon” We survived ❤️❤️❤️,other_useful_information,not_related_or_irrelevant,“@TyphoonNews: Philippines Begins Cleanup After Typhoon Hagupit - http://t.co/gGxlbGRK7r http://t.co/9my6QZx6ZD #Typhoon” We survived ❤️❤️❤️,,,
541502936501997568',RT @NatriceR: Thinking of friends from #healthxph &amp; hoping U are all safe @giasison @endocrine_witch @bonedoc and everyone  #TyphoonHagupit,sympathy_and_emotional_support,not_related_or_irrelevant,hoping U are all safe,,,
540812846460715008',"#RubyPH  Guys, please be safe! :D",sympathy_and_emotional_support,not_related_or_irrelevant,"Guys, please be safe",,,
541116820204560385',RT @IrishEagle: Philippines Typhoons Twitter list https://t.co/KdEFJcdAMc #RubyPH #Hagupit,other_useful_information,not_related_or_irrelevant,RT @IrishEagle: Philippines Typhoons Twitter list https://t.co/KdEFJcdAMc #RubyPH #Hagupit,,,
541526392085565440',"RT @With_WINNER: To Inner Circles &amp; everyone in  Philippines, please take care &amp; stay safe during the arrival of Typhoon Ruby! ὊAἰ2Ἶ0",caution_and_advice,not_related_or_irrelevant,please take care &amp; stay safe,,,
542177148555890689',"You will never fully understand what someone is going through unless you experience it. In this case, you never will. #RubyPh #hugot",not_related_or_irrelevant,not_related_or_irrelevant,"You will never fully understand what someone is going through unless you experience it. In this case, you never will. #RubyPh #hugot",,,
540448496952684544',IT IS A VERY BAD IDEA TO CALL A TYPHOON HAGUPIT WHO CAME UP WITH THIS,other_useful_information,not_related_or_irrelevant,IT IS A VERY BAD IDEA TO CALL A TYPHOON HAGUPIT WHO CAME UP WITH THIS,,,
544588110844014592',RT @Aura7712: https://t.co/UP4gxTJdIW Phil Greene #RubyPH,not_related_or_irrelevant,not_related_or_irrelevant,RT @Aura7712: https://t.co/UP4gxTJdIW Phil Greene #RubyPH,,,
540087102038233088',I thought it was time to update Typhoon Hagupit. It will... https://t.co/BK8NSRvlIE http://t.co/Vw2LGFzI41,other_useful_information,not_related_or_irrelevant,I thought it was time to update Typhoon Hagupit. It will... https://t.co/BK8NSRvlIE http://t.co/Vw2LGFzI41,,,
542834325712932864',Opinion: The real lessons from #Hagupit http://t.co/p8Yaj7LD5P,other_useful_information,not_related_or_irrelevant,Opinion: The real lessons from #Hagupit http://t.co/p8Yaj7LD5P,,,
541265849105907712',"RT @officialdohgov: Important Information: In case of #emergency #HagupitPH #RubyPH http://t.co/azWDbkDlQl""",caution_and_advice,not_related_or_irrelevant,"RT @officialdohgov: Important Information: In case of #emergency #HagupitPH #RubyPH http://t.co/azWDbkDlQl""",,,
541504578584211456',RT @AleczSolidum: There is nothing bigger than our prayers ὇CὤF #RubyPH,sympathy_and_emotional_support,not_related_or_irrelevant,RT @AleczSolidum: There is nothing bigger than our prayers ὇CὤF #RubyPH,,,
541811682050576386',"Since Philippines is experiencing typhoon again named ""Ruby"" this dish is really good for the cold… http://t.co/G6GkmLKmxU",not_related_or_irrelevant,not_related_or_irrelevant,"Since Philippines is experiencing typhoon again named ""Ruby"" this dish is really good for the cold… http://t.co/G6GkmLKmxU",,,
541942245058805760',I incourange everyone to take - The Ligo Challenge XD #RubyPH #ThingsToDoPagMalamig.,not_related_or_irrelevant,not_related_or_irrelevant,I incourange everyone to take - The Ligo Challenge XD #RubyPH #ThingsToDoPagMalamig.,,,
541116369605914625',I'm pretty sure I'm the only person watching the Tosh.0 season finale right now. Because I refuse to let #Hagupit #RubyPH win.,not_related_or_irrelevant,not_related_or_irrelevant,I'm pretty sure I'm the only person watching the Tosh.0 season finale right now. Because I refuse to let #Hagupit #RubyPH win.,,,
543136650327367680',"#Haiyan #Hagupit Affected Philippines in ""Fight Our for Survival” http://t.co/xVcdJPrry3 @iabano @VTauliCorpuz @VoltaireAlferez @aksyonklima",other_useful_information,not_related_or_irrelevant,"#Haiyan #Hagupit Affected Philippines in ""Fight Our for Survival” http://t.co/xVcdJPrry3 @iabano @VTauliCorpuz @VoltaireAlferez @aksyonklima",,,
540716405138542592',RT @JulQuen_Yakap: Prayers can change anything. #RubyPH,sympathy_and_emotional_support,not_related_or_irrelevant,Prayers can change anything,,,
541268104978763776',RT @ladystarlights: Apparently Ruby is a reductive carbon copy of Yolanda . Just stay safe and listen to Cheek to Cheek little monsters . l…,not_related_or_irrelevant,not_related_or_irrelevant,Just stay safe and listen to Cheek to Cheek little monsters,,,
541982308144648192',RT @bangtanPR: Stay safe to everyone in Philippines including PH ARMYs due to typhoon Ruby. We'll be praying for you and hopefully nothing …,sympathy_and_emotional_support,not_related_or_irrelevant,Stay safe to everyone[SEP]We'll be praying for you and hopefully nothing …,,,
540722848050851840',guess who's in d house despite of #hagupit #RubyPH,not_related_or_irrelevant,not_related_or_irrelevant,guess who's in d house despite of #hagupit #RubyPH,,,
542521559898812416',UFO Apparition Captured In The Philippines During Typhoon Ruby  The super typhoon Hagupit / Ruby brought a lot of... http://t.co/hSBybNH9S3,other_useful_information,not_related_or_irrelevant,UFO Apparition Captured In The Philippines During Typhoon Ruby  The super typhoon Hagupit / Ruby brought a lot of... http://t.co/hSBybNH9S3,,,
541549184050929664',"RT @varsitarianust: #Paskuhan2014 moved to Thursday, Dec 11, 2014 -Office of the Secretary-General #RubyPH",not_related_or_irrelevant,not_related_or_irrelevant,"RT @varsitarianust: #Paskuhan2014 moved to Thursday, Dec 11, 2014 -Office of the Secretary-General #RubyPH",,,
542076512074096640',"Thank you God, ruby didnt hit so hard... #RubyPH",sympathy_and_emotional_support,not_related_or_irrelevant,"Thank you God, ruby didnt hit so hard... #RubyPH",,,
541615381173903360',"RT @KwotsngMasa: LET'S ALL PRAY FOR EVERYONE SAFETY ESPECIALLY ""EASTERN VISAYAS"". DOON KASI MAGLALAND-FALL ANG 'BAGYONG RUBY'. ὇CὄF὇CὄF #RubyPH",sympathy_and_emotional_support,not_related_or_irrelevant,"RT @KwotsngMasa: LET'S ALL PRAY FOR EVERYONE SAFETY ESPECIALLY ""EASTERN VISAYAS"". DOON KASI MAGLALAND-FALL ANG 'BAGYONG RUBY'. ὇CὄF὇CὄF #RubyPH",,,
542335312349786114',Beware the storm's fury next time: The images of the typhoon zone in the Philippines should be all the reminde... http://t.co/77j8ieTH8b,caution_and_advice,not_related_or_irrelevant,Beware the storm's fury next time: The images of the typhoon zone in the Philippines should be all the reminde... http://t.co/77j8ieTH8b,,,
543559923250909185',Praying for safe return of missing trail runner Arwin Sta. Clara. Rescue teams  now in Tarak #Bataan looking for him. #Hiking #Philippines,missing_trapped_or_found_people,not_related_or_irrelevant,Praying for safe return of missing trail runner Arwin Sta. Clara.,,,
542160000634724353',RT @jv_arcena: Gov. Vilma Santos-Recto holds briefing on #RubyPH at Batangas Capitol http://t.co/fmNMwlqLIr,other_useful_information,not_related_or_irrelevant,RT @jv_arcena: Gov. Vilma Santos-Recto holds briefing on #RubyPH at Batangas Capitol http://t.co/fmNMwlqLIr,,,
541227293515853824',RT @RodriguezJan15: Keep safe guys! Continue to pray for God's protection. ὤF #RubyPH,caution_and_advice,not_related_or_irrelevant,Keep safe guys! Continue to pray for God's protection.,,,
540735844839989248',RT @BMcNoldy: #Hagupit (left) and #Haiyan (right) at same longitude almost exactly 13 months apart. @capitalweather http://t.co/Zn3ev2MXB5,other_useful_information,not_related_or_irrelevant,RT @BMcNoldy: #Hagupit (left) and #Haiyan (right) at same longitude almost exactly 13 months apart. @capitalweather http://t.co/Zn3ev2MXB5,,,
542221118816276480',"Durng #RubyPH , we had the #HarryPotter  marathon and we' re not finished yet! This is POTTER MADNESS!",not_related_or_irrelevant,not_related_or_irrelevant,"Durng #RubyPH , we had the #HarryPotter  marathon and we' re not finished yet! This is POTTER MADNESS!",,,
541083264510095360',RT @jenhardy: CRS' J. Kyller in Tacloban available for interview #Hagupit #RubyPH. Pictured here in early days after #Haiyan. http://t.co/v…,other_useful_information,not_related_or_irrelevant,RT @jenhardy: CRS' J. Kyller in Tacloban available for interview #Hagupit #RubyPH. Pictured here in early days after #Haiyan. http://t.co/v…,,,
541408510450233345',"RT @thirdyglino: ""Except for overflow of Loom River at Pamatayan, no significant adverse event in Borongan."" - Go Borongan update #RubyPH",other_useful_information,not_related_or_irrelevant,"RT @thirdyglino: ""Except for overflow of Loom River at Pamatayan, no significant adverse event in Borongan."" - Go Borongan update #RubyPH",,,
541941744628027394',"Perfect for Ruby #rubyph #food #foodporn #dinner #soup @ Kamala, Royal Palm Residence http://t.co/z4v435uiuN",not_related_or_irrelevant,not_related_or_irrelevant,"Perfect for Ruby #rubyph #food #foodporn #dinner #soup @ Kamala, Royal Palm Residence http://t.co/z4v435uiuN",,,
541793282100326400',"E stranded sa dorm ὠA Thank you sa free food, Tita! ὠA #RubyPH http://t.co/Qisxzbdnwe",not_related_or_irrelevant,not_related_or_irrelevant,"E stranded sa dorm ὠA Thank you sa free food, Tita! ὠA #RubyPH http://t.co/Qisxzbdnwe",,,
540661634948415488',RT @arSG_22: Please take time to Pray.With God nothing is impossible #RubyPH http://t.co/CAfqtMjeZE,sympathy_and_emotional_support,not_related_or_irrelevant,RT @arSG_22: Please take time to Pray.With God nothing is impossible #RubyPH http://t.co/CAfqtMjeZE,,,
541806240687734784',RT @parengxniall: OH PLEASE ὠ2ὠ2ὠ2ὠ2ὠ2 #RubyPH http://t.co/uS3T7rp7jZ,not_related_or_irrelevant,not_related_or_irrelevant,RT @parengxniall: OH PLEASE ὠ2ὠ2ὠ2ὠ2ὠ2 #RubyPH http://t.co/uS3T7rp7jZ,,,
541992769426685953',"Ruby, please let me sleep tonight! #RubyPH ὣ2",not_related_or_irrelevant,not_related_or_irrelevant,"Ruby, please let me sleep tonight! #RubyPH ὣ2",,,
542157847551692800',"RT @gpph: RT @michaelbrianyu Lope De Vega, Northern Samar needs help! #FloodPH #RescuePH #ReliefPH #RubyResponse #MovePH http://t.co/Cq5ywt…",donation_needs_or_offers_or_volunteering_services,not_related_or_irrelevant,"RT @gpph: RT @michaelbrianyu Lope De Vega, Northern Samar needs help! #FloodPH #RescuePH #ReliefPH #RubyResponse #MovePH http://t.co/Cq5ywt…",,,
541427910054129664',"RT @atomaraullo: @EarthUncutTV great to see and mark, as always. I know I’m in the right place! #RubyPH #Hagupit",not_related_or_irrelevant,not_related_or_irrelevant,"RT @atomaraullo: @EarthUncutTV great to see and mark, as always. I know I’m in the right place! #RubyPH #Hagupit",,,
541427604150943745',RT @ANCALERTS: Conflicting statements from Project NOAH &amp; PAGASA which says eye of #RubyPH has NOT yet made landfall at 55km east of Dolore…,other_useful_information,not_related_or_irrelevant,RT @ANCALERTS: Conflicting statements from Project NOAH &amp; PAGASA which says eye of #RubyPH has NOT yet made landfall at 55km east of Dolore…,,,
541819918476267520',RT @MisterBolero: Prayer is the best weapon we have. Pray. #RubyPH #PrayForVISAYAS http://t.co/qPjPVvtaTI,sympathy_and_emotional_support,not_related_or_irrelevant,RT @MisterBolero: Prayer is the best weapon we have. Pray. #RubyPH #PrayForVISAYAS http://t.co/qPjPVvtaTI,,,
540734219887316992',RT @robertspeta: To put in perspective of how dangerous Typhoon #Hagupit / #Ruby is all you need to do is take a look at past storms. http:…,other_useful_information,not_related_or_irrelevant,RT @robertspeta: To put in perspective of how dangerous Typhoon #Hagupit / #Ruby is all you need to do is take a look at past storms. http:…,,,
542075050954731520',Is #RubyPH  over? Ten- four.,not_related_or_irrelevant,not_related_or_irrelevant,Is #RubyPH  over? Ten- four.,,,
540734450682691584',RT @DepEd_PH: Be prepared and take precautionary measures in preparation for Typhoon #RubyPH. Keep safe! http://t.co/dHlzsdo1zi,caution_and_advice,not_related_or_irrelevant,Keep safe,,,
541776615118614528',RT @graceleemanila: #hagupit as seen from space. Thank you for this astounding photo astro_terry #prayforphilippibes http://t.co/oQID5n2if2,other_useful_information,not_related_or_irrelevant,RT @graceleemanila: #hagupit as seen from space. Thank you for this astounding photo astro_terry #prayforphilippibes http://t.co/oQID5n2if2,,,
541893871190704128',Go home early. And stay safe everyone. #RubyPH,caution_and_advice,not_related_or_irrelevant,stay safe everyone,,,
541459082142441473',"That's nice. :D #GoGOD RT @TheLordTweets: For the 2nd time, #Cebu was spared from a super typhoon, #Hagupit. Keep safe everyone! #RubyPH",sympathy_and_emotional_support,not_related_or_irrelevant,Keep safe everyone,,,
540712946771304448',RT @PhilippineStar: What are #StormSurges? Be aware. Be prepared. #RubyPH http://t.co/kKSTG2ILdf,caution_and_advice,not_related_or_irrelevant,Be aware. Be prepared,,,
542397231072964608',How are we going to use our twitter? let's ask @BroEliSoriano #RubyPH #Hagupit http://t.co/yfMSdqgCSn,not_related_or_irrelevant,not_related_or_irrelevant,How are we going to use our twitter? let's ask @BroEliSoriano #RubyPH #Hagupit http://t.co/yfMSdqgCSn,,,
541549215055609856',Help make dreams come true – Sponsor a Child in the #Philippines with @Visayans http://t.co/vvcGNL8yBH,sympathy_and_emotional_support,not_related_or_irrelevant,Help make dreams come true – Sponsor a Child in the #Philippines with @Visayans http://t.co/vvcGNL8yBH,,,
540496811069149184',I really hate the feeling of being stalked by someone who's not even worth my time x #KapagBAGYO #RubyPH,not_related_or_irrelevant,not_related_or_irrelevant,I really hate the feeling of being stalked by someone who's not even worth my time x #KapagBAGYO #RubyPH,,,
542019164282847232',RT @CFigueres: Painful situation in the Philippines reminds us of the urgency to act on #climatechange http://t.co/6N2O0QbEtW #COP20 #Hagup…,caution_and_advice,not_related_or_irrelevant,RT @CFigueres: Painful situation in the Philippines reminds us of the urgency to act on #climatechange http://t.co/6N2O0QbEtW #COP20 #Hagup…,,,
542159586161987584',RT @aguywhoquotes: Let us pray for our countrymen who will be experiencing the typhoon tonight. May the Lord guide them through this challe…,sympathy_and_emotional_support,not_related_or_irrelevant,RT @aguywhoquotes: Let us pray for our countrymen who will be experiencing the typhoon tonight. May the Lord guide them through this challe…,,,
541967710804930560',tamang twitter + sound trip + aral mode #RubyPh,not_related_or_irrelevant,not_related_or_irrelevant,tamang twitter + sound trip + aral mode #RubyPh,,,
541251212050706433',RT @BePreparedPH: Stay away from floodwaters. Six inches of swiftly moving water can sweep you off of your feet. #BePreparedPH #RubyPH #Hag…,caution_and_advice,not_related_or_irrelevant,RT @BePreparedPH: Stay away from floodwaters. Six inches of swiftly moving water can sweep you off of your feet. #BePreparedPH #RubyPH #Hag…,,,
541085599763939328',"RT @ANCALERTS: MRT will operate as long as there's power, no flooding on tracks, &amp; winds not more than 90kph #RubyPH | via @jacquemanabat",other_useful_information,not_related_or_irrelevant,"RT @ANCALERTS: MRT will operate as long as there's power, no flooding on tracks, &amp; winds not more than 90kph #RubyPH | via @jacquemanabat",,,
540980467994865665',starting the day with a hot cup of #ToffeeCaramel Super #coffee #Saturday morning #RubyPH,not_related_or_irrelevant,not_related_or_irrelevant,starting the day with a hot cup of #ToffeeCaramel Super #coffee #Saturday morning #RubyPH,,,
541375044274769920',"Please stay safe and dry PH ARMYs and filipinos. Kahit na TRB na mamaya, your safety and life is far more precious than the concert. #RubyPH",sympathy_and_emotional_support,not_related_or_irrelevant,Please stay safe and dry,,,
541605646815092737',Everything's gonna be alright. #PrayForThePhilippines  #PrayForVISAYAS,sympathy_and_emotional_support,not_related_or_irrelevant,Everything's gonna be alright. #PrayForThePhilippines  #PrayForVISAYAS,,,
541825462742577152',RT @ChiefGumo: Typhoon #Haguput sounds and looks terrifying.  #PrayForThePhilippines,sympathy_and_emotional_support,not_related_or_irrelevant,RT @ChiefGumo: Typhoon #Haguput sounds and looks terrifying.  #PrayForThePhilippines,,,
541483867421429761',one of the hardest thing to do today is taking a bath.  #superlamig #RubyPH,not_related_or_irrelevant,not_related_or_irrelevant,one of the hardest thing to do today is taking a bath.  #superlamig #RubyPH,,,
541455556423073792',RT @thejudsonjones: With a storm moving slower than you can run -- rain &amp; flooding become some of the main concerns! #Hagupit (#RubyPH) htt…,caution_and_advice,not_related_or_irrelevant,RT @thejudsonjones: With a storm moving slower than you can run -- rain &amp; flooding become some of the main concerns! #Hagupit (#RubyPH) htt…,,,
541498488635146240',Cleanup Begins in Parts of Philippines as Typhoon Hagupit Heads Northwest - Wall Street Journal http://t.co/ovXqtmPxGs #headlinenews #news,other_useful_information,not_related_or_irrelevant,Cleanup Begins in Parts of Philippines as Typhoon Hagupit Heads Northwest - Wall Street Journal http://t.co/ovXqtmPxGs #headlinenews #news,,,
542151416182108160',RT @bigtikafriend: Pray. It works everytime.  #PrayForVISAYAS #RubyPH,sympathy_and_emotional_support,not_related_or_irrelevant,RT @bigtikafriend: Pray. It works everytime.  #PrayForVISAYAS #RubyPH,,,
541457884542824449',141205 Kiseop Twitpic Update: I miss you...  Philippines: keep safe from typhoon Hagupit http://t.co/zTe4p09swT,sympathy_and_emotional_support,not_related_or_irrelevant,keep safe,,,
541369736173735936',RT @OxfamAmerica: Millions are in the path of Typhoon #Hagupit/ #RubyPH. Help us save lives in the Philippines: http://t.co/cq6qdPgMEu,caution_and_advice,not_related_or_irrelevant,RT @OxfamAmerica: Millions are in the path of Typhoon #Hagupit/ #RubyPH. Help us save lives in the Philippines: http://t.co/cq6qdPgMEu,,,
541984535160713216',"RT @DawnZpost: Time to hunker down, this could get bumpy. Stay safe everyone. ""@dost_pagasa: Track of Typhoon “#RubyPH” http://t.co/FY7p7Zl…",sympathy_and_emotional_support,not_related_or_irrelevant,Stay safe everyone,,,
542115883812790272',"RT @1DInfectionMNL: To our fellow fans from other countries, please pray for our country! We need all the prayers we can get! #RubyPH http:…",sympathy_and_emotional_support,not_related_or_irrelevant,"RT @1DInfectionMNL: To our fellow fans from other countries, please pray for our country! We need all the prayers we can get! #RubyPH http:…",,,
541815558421749761',"Let's Pray , that it'll go away soon . Keep safe everyone . #RubyPH",sympathy_and_emotional_support,not_related_or_irrelevant,"Let's Pray , that it'll go away soon . Keep safe everyone ",,,
541555861588434944',RT @PBAinsider: @itsJaneOineza Who's prettier?  RT  #JaneOineza  FAV #JuliaBarretto   @OFCJaneOineza @JANEstersz #RubyPH Ὂ6Ὂ6Ὂ6 http://t.co/8P…,not_related_or_irrelevant,not_related_or_irrelevant,RT @PBAinsider: @itsJaneOineza Who's prettier?  RT  #JaneOineza  FAV #JuliaBarretto   @OFCJaneOineza @JANEstersz #RubyPH Ὂ6Ὂ6Ὂ6 http://t.co/8P…,,,
541543708315750401',RT @rapplerdotcom: Ever wondered what a typhoon as violent as #RubyPH looked like from space? http://t.co/kY4Y2hi1pA http://t.co/3cdCWlqTcJ,other_useful_information,not_related_or_irrelevant,RT @rapplerdotcom: Ever wondered what a typhoon as violent as #RubyPH looked like from space? http://t.co/kY4Y2hi1pA http://t.co/3cdCWlqTcJ,,,
541007608975745024',"Philippine climate commissioner from Peru: ""a message to the world that it must cut carbon fast"" http://t.co/W8fl7BZae1 #hagupit #COP20",other_useful_information,not_related_or_irrelevant,"Philippine climate commissioner from Peru: ""a message to the world that it must cut carbon fast"" http://t.co/W8fl7BZae1 #hagupit #COP20",,,
541149035017416704',I shouldn't be this worried. Is this trauma from Yolanda / Haiyan? Yes. #RubyPH #Hagupit,other_useful_information,not_related_or_irrelevant,I shouldn't be this worried. Is this trauma from Yolanda / Haiyan? Yes. #RubyPH #Hagupit,,,
541893018073059329',#RubyPH  signal no. 3 cavite Keep safe everyone,caution_and_advice,not_related_or_irrelevant,Keep safe everyone,,,
540287275528384512',"RT @cjnunag: ""Let's pray that the typhoon #Hagupit won't do much damage - haplos lang, hindi hagupit."" - Ptr. @mannycarlos #ENPHstaffmeetin…",sympathy_and_emotional_support,not_related_or_irrelevant,"RT @cjnunag: ""Let's pray that the typhoon #Hagupit won't do much damage - haplos lang, hindi hagupit."" - Ptr. @mannycarlos #ENPHstaffmeetin…",,,
542126441983258624',RT @DavidArchie: Want to let those know in the #Philippines that we are thinking of you with the #typhoon hitting.  Hope that you keep safe…,sympathy_and_emotional_support,not_related_or_irrelevant,Hope that you keep safe…,,,
541395976624164864',BBC News - Typhoon Hagupit: BBC crew prepares to enter eye of the storm http://t.co/BZOcp9AqNL,other_useful_information,not_related_or_irrelevant,BBC News - Typhoon Hagupit: BBC crew prepares to enter eye of the storm http://t.co/BZOcp9AqNL,,,
541399733932011520',RT @AusAmbPH: I offer our heartfelt sympathies to communities affected by Typhoon #Hagupit #RubyPH:  http://t.co/etfKnQLBKS,sympathy_and_emotional_support,not_related_or_irrelevant,I offer our heartfelt sympathies to communities affected,,,
541204508634673152',#RubyPH  ...ohhhh noooo...you're comin to town,not_related_or_irrelevant,not_related_or_irrelevant,#RubyPH  ...ohhhh noooo...you're comin to town,,,
542087555261292545',Philippines marks first anniversary of Typhoon Haiyan http://t.co/XZr92Bk88x,other_useful_information,not_related_or_irrelevant,Philippines marks first anniversary of Typhoon Haiyan http://t.co/XZr92Bk88x,,,
541885225178243073',Residents of Legazpi City stock up on fuel. #RubyPH (Photo via dennis_datu) http://t.co/7Zzlqw2Le4 http://t.co/3HmazgSW3Z via ANC Alerts,not_related_or_irrelevant,not_related_or_irrelevant,Residents of Legazpi City stock up on fuel. #RubyPH (Photo via dennis_datu) http://t.co/7Zzlqw2Le4 http://t.co/3HmazgSW3Z via ANC Alerts,,,
541348526769184768',"#rubyph hashtags to keep handy! Stay safe ""@rapplerdotcom: Know your #RubyPH hashtags. http://t.co/0fpXaIXGcP http://t.co/SJ9Jp3xIbT""",sympathy_and_emotional_support,not_related_or_irrelevant,Stay safe,,,
541206321807101953',RT @28storms: RT @1126act: Borongan City early this morning #Hagupit #RubyPh http://t.co/N9MlmLXbF1,other_useful_information,not_related_or_irrelevant,RT @28storms: RT @1126act: Borongan City early this morning #Hagupit #RubyPh http://t.co/N9MlmLXbF1,,,
541988109215219712',RT @BBCNewsAsia: Correspondents say #Hagupit (#RubyPH) nowhere near as powerful as last year's Typhoon #Haiyan http://t.co/NIBWn41fCP http:…,other_useful_information,not_related_or_irrelevant,RT @BBCNewsAsia: Correspondents say #Hagupit (#RubyPH) nowhere near as powerful as last year's Typhoon #Haiyan http://t.co/NIBWn41fCP http:…,,,
541587056829661185',RT @superdyenee: Let's pray for those who are affected by the typhoon. ὤF Keep safe everyone! #RubyPH,sympathy_and_emotional_support,not_related_or_irrelevant,Let's pray for those who are affected [SEP]Keep safe everyone,,,
541215218387279872',#RubyPH I pray for the people who will be caused by this typhoon... AMEN!  -@MTDGCT18,sympathy_and_emotional_support,not_related_or_irrelevant,I pray for the people who will be caused by this typhoon... AMEN!,,,
540719457992048640',RT @enjoyGLOBE: Take note of these numbers and be prepared for #RubyPH. #StaySafePH http://t.co/gHILyKT5vq,other_useful_information,not_related_or_irrelevant,RT @enjoyGLOBE: Take note of these numbers and be prepared for #RubyPH. #StaySafePH http://t.co/gHILyKT5vq,,,
540536848188055554',RT @PlanAsia: Preparedness works! Download this checklist of crucial items for your go bag. #Hagupit #RubyPH http://t.co/vjyXcmA7Nb,caution_and_advice,not_related_or_irrelevant,RT @PlanAsia: Preparedness works! Download this checklist of crucial items for your go bag. #Hagupit #RubyPH http://t.co/vjyXcmA7Nb,,,
541042895760162816',RT @iammarlonramos: @MARoxas: 400 mm is about knee-deep of floodwater  #RubyPH,other_useful_information,not_related_or_irrelevant,RT @iammarlonramos: @MARoxas: 400 mm is about knee-deep of floodwater  #RubyPH,,,
541775728505667584',"RT @DLSLSCB: #RubyPH Let us all pray for the safety of everyone.. Live Jesus in our hearts, FOREVER. ὤFὉA",sympathy_and_emotional_support,not_related_or_irrelevant,"Let us all pray for the safety of everyone.. Live Jesus in our hearts, FOREVER. ὤFὉA",,,
542061361228808194',RT @PUNYETALIFICENT: Please RETWEET to start a Prayer Brigade. #RubyPH #PrayForThePhilippines http://t.co/VZ9tjdnb3V,sympathy_and_emotional_support,not_related_or_irrelevant,RT @PUNYETALIFICENT: Please RETWEET to start a Prayer Brigade. #RubyPH #PrayForThePhilippines http://t.co/VZ9tjdnb3V,,,
541758907878629376',@BraidenWood Please pray for the Philippines. There's a really strong typhoon coming and I'm worried ὢ3,sympathy_and_emotional_support,not_related_or_irrelevant,@BraidenWood Please pray for the Philippines. There's a really strong typhoon coming and I'm worried ὢ3,,,
541072031005945856',"RT @flyPAL: Your safety is our utmost concern, stay tuned for our advisories on #RubyPH. http://t.co/E0c1jrrO5H",caution_and_advice,not_related_or_irrelevant,"RT @flyPAL: Your safety is our utmost concern, stay tuned for our advisories on #RubyPH. http://t.co/E0c1jrrO5H",,,
541422703874285569',"Pray for Philippines. Specially for Visayas. ὡE Lord, we need you. ὤF #RubyPH",sympathy_and_emotional_support,not_related_or_irrelevant,"Pray for Philippines. Specially for Visayas. ὡE Lord, we need you. ὤF #RubyPH",,,
541254183681134592',"Stay safe and dry, everyone! May typhoon Ruby leave PAR sooner than forcast! #RubyPH",caution_and_advice,not_related_or_irrelevant,"Stay safe and dry, everyone",,,
541256013413089280',"@GMA FYI, there are over 100Million people in #ThePhilippines, not 30M as one host said this morn when talking about the typhoon. #Hagupit",other_useful_information,not_related_or_irrelevant,"@GMA FYI, there are over 100Million people in #ThePhilippines, not 30M as one host said this morn when talking about the typhoon. #Hagupit",,,
541127510927212544',"RT @inquirerdotnet: Side-by-side comparison of #YolandaPH and #RubyPH as of 11 am, Dec. 6: @inquirerdotnet http://t.co/zGQdq0df1A | @sarapa…",other_useful_information,not_related_or_irrelevant,"RT @inquirerdotnet: Side-by-side comparison of #YolandaPH and #RubyPH as of 11 am, Dec. 6: @inquirerdotnet http://t.co/zGQdq0df1A | @sarapa…",,,
541917556198481920',"RT @usg_dlsu: Stay safe, Lasallians! Take note of these emergency hotlines and stay updated always. #RubyPH http://t.co/azPTJaXxCV",caution_and_advice,not_related_or_irrelevant,"Stay safe, Lasallians",,,
